"","Article.Title","Link","Date.Published","News.Outlet","Preview","Key.Author","All.Authors"
"19","Climate change remains partisan issue in Georgia elections","<a href='https://www.ajc.com/news/climate-change-remains-partisan-issue-in-georgia-elections/3GCWTYWTY5BXJLNEMZKLQI4ZCE/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","The next governor of Georgia and the winner of the state’s high-profile U.S. Senate race will face consequential decisions in the years to come over climate change. But the debate over how to respond to warming temperatures, stronger storms and rising sea levels is one of contrasts.","Meris Lutz",""
"20","Monarch counts may not be as dire, but researchers are divided","<a href='https://www.ajc.com/news/monarch-counts-may-not-be-as-dire-but-researchers-are-divided/KKF5A3ZNFJDHVL5CIWREI4ASVY/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Scientists say monarch butterflies are threatened by climate change, herbicide use and habitat destruction, but a new study by researchers, including two from the University of Georgia, suggests monarch butterflies may not be as threatened as previously thought.","Meris Lutz",""
"21","Sorting behind the scenes: What fans don't see at 'zero waste' venues","<a href='https://www.ajc.com/news/sorting-behind-the-scenes-what-fans-dont-see-at-zero-waste-venues/P76OLXT3VRDTVNUDECL6PRXXBQ/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Long after a Hawks game ends and the fans go home, a different type of team is still hard at work sorting thousands of pounds of waste at State Farm Arena.","Meris Lutz",""
"22","Big business wants solar energy. Can Georgia utilities keep up?","<a href='https://www.ajc.com/news/big-business-wants-solar-energy-can-georgia-utilities-keep-up/UZG4IZTKUBCDTNEHTT6M7Y7SB4/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Large corporations, led by big tech, are driving much of the solar power development in Georgia and across the country — and challenging utilities to keep up.","Meris Lutz",""
"23","Georgia officials announce bipartisan hydrogen energy 'braintrust'","<a href='https://www.ajc.com/news/georgia-officials-announce-bipartisan-hydrogen-energy-braintrust/SISERLLLX5FQLICC3DPTSPVJQA/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Jon Ossoff, Georgia’s Democratic U.S. senator, and Tim Echols, the Republican vice chair of the state’s utilities regulator, have teamed up to create a coalition of experts and business leaders to promote Georgia as a center for hydrogen energy.","Meris Lutz",""
"24","Atlanta eyes subsidizing e-bikes as popularity surges","<a href='https://www.ajc.com/news/atlanta-eyes-subsidizing-e-bikes-as-popularity-surges/O75ESZS47BAWVKCOYPP6UK6QAQ/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Atlanta City Council is weighing a proposal to follow in the footsteps of places like Denver, Boston and Rhode Island by offering city residents rebates for e-bikes.","Meris Lutz",""
"25","In Sterigenics lawsuit against Cobb County, judge issues mixed ruling","<a href='https://www.ajc.com/news/in-sterigenics-lawsuit-against-cobb-county-judge-issues-mixed-ruling/JNWLXFG3QBHANNX4PNXEXR4PRM/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","A controversial medical sterilizer may continue operating near Smyrna following a judge’s ruling that sided with some of the company’s claims but still left the door open to stricter regulation.","Meris Lutz",""
"26","Georgia bill would make attacking critical infrastructure a felony","<a href='https://www.ajc.com/politics/georgia-state-legislature/georgia-bill-would-make-attacking-critical-infrastructure-a-felony/KUQB5NHX65HX7KRMYVZQDADJN4/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Following a string of high-profile attacks around the nation, a group of Georgia lawmakers are seeking to increase penalties for anyone intentionally damaging critical infrastructure, including power, water and telecommunications equipment.","Meris Lutz",""
"27","Bill to protect gas leaf blowers from local bans passes Georgia Senate","<a href='https://www.ajc.com/politics/georgia-state-legislature/bill-to-protect-gas-leaf-blowers-from-local-bans-passes-senate/ON5I37GO7RBXLKSIH75FEPZ5WU/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","A bill that would prevent Georgia cities and counties from banning gas-powered leaf blowers passed the state Senate Monday with bipartisan support after the proposal was amended to include a sunset clause.","Meris Lutz",""
"28","Virtual town halls on Okefenokee titanium mine set for Tuesday and ...","<a href='https://www.ajc.com/news/virtual-town-halls-on-okefenokee-titanium-mine-tuesday-and-thursday/7WR53W7V7FFDDEOLNUEM2BQUAM/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","The Georgia Environmental Protection Division is scheduled to hold two virtual public comment sessions this week on a draft plan submitted by Alabama-based Twin Pines Minerals to mine for titanium next to the Okefenokee National Wildlife Refuge in South Georgia.","Meris Lutz",""
"29","Why buildings are at the center of Atlanta's fight vs. climate change","<a href='https://www.ajc.com/news/atlanta-sees-improving-buildings-as-a-top-priority-in-climate-change-fight/24FV44JHINAUBKUKYHQGX76D4U/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Office towers. Malls. City buildings. Hotels. Apartments. Houses. Each consumes energy. Many do so inefficiently. Natural gas and electricity consumption by buildings are Atlanta’s two largest sources of greenhouse gas emissions, the city says.","Meris Lutz",""
"30","PSC commissioner agrees to unblock social media critics after suit","<a href='https://www.ajc.com/politics/psc-commissioner-agrees-to-unblock-social-media-critics-after-suit/VCX6LRQMHNG2JNO64DP6UBICHQ/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Georgia Public Service Commission (PSC) Vice Chairman Tim Echols has agreed not to block social media accounts or delete online comments critical of his performance as a utility regulator — a first step toward resolving a federal lawsuit filed last year, according to the plaintiff’s attorney.","Meris Lutz",""
"31","Georgia bill seeks to protect gas-powered leaf blowers from local bans","<a href='https://www.ajc.com/politics/georgia-state-legislature/georgia-bill-seeks-to-protect-gas-powered-leaf-blowers-from-local-bans/EEPW6DEY4RAA3I55334NQ2XGDM/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Georgia Senate Republicans are resuming efforts to pass a law that would bar local governments from limiting the use of gas-powered leaf blowers, even as such efforts appear to have fizzled at the local level.","Meris Lutz",""
"32","Opponents turn out in force for Georgia EPD hearings on proposed ...","<a href='https://www.ajc.com/news/opponents-turn-out-in-force-for-georgia-epd-hearings-on-proposed-okefenokee-mine/V2KCTNTK2JBUJB5FC2EWCWICZY/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Residents and environmental groups spoke overwhelmingly in opposition this week during a pair of hearings on a controversial mine proposed next to the Okefenokee Swamp in South Georgia.","Meris Lutz",""
"33","Advocates file civil rights complaint against Georgia EPD","<a href='https://www.ajc.com/news/advocates-file-civil-rights-complaint-against-georgia-epd/KKDJJAJ4DNDIHKU4GWTZUENDZI/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","When issuing air quality permits for industrial facilities, Georgia environmental regulators must consider the race and ethnicity of surrounding communities, an advocacy group argues in a complaint filed this week with the federal government.","Meris Lutz",""
