"","Article.Title","Link","Date.Published","News.Outlet","Preview","Key.Author","All.Authors"
"12","Georgia paleontologists dig up bison bones, learn about coastal ...","<a href='https://www.savannahnow.com/story/news/climate-change/2022/09/10/georgia-ancient-bison-bones-dug-up-clues-coastal-climate-change/8033136001/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Georgia College & State paleontologists are learning about ancient climates by unearthing bison that roamed the Brunswick area 58,000 years ago.","Marisa Mecke",""
"13","TSPLOST fail and alternatives to reach safe street goals in Savannah","<a href='https://www.savannahnow.com/story/news/local/2022/12/30/tsplost-failure-and-alternatives-to-reach-safe-street-goals-bicyling-trails-savannah-georgia/69753590007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","TSPLOST hopefuls were looking toward funds for safe street initiatives. Here's how community leaders are moving forward after the tax vote's failure.","Marisa Mecke",""
"14","UGA engineers explore insurance to protect GA coast's salt marshes","<a href='https://www.savannahnow.com/story/news/state/2022/07/16/uga-engineers-seek-insurance-for-georgia-coastal-salt-marshlands/10067045002/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","UGA engineers are exploring how insurance agencies can become partners in preserving salt marshes and their protective benefits amidst climate change.","Marisa Mecke",""
"15","Okefenokee mining: Environmental groups sue Corps of Engineers","<a href='https://www.savannahnow.com/story/news/environment/2022/11/15/environmental-groups-sue-army-corps-engineers-over-okefenokee-mining-lawsuit/10704511002/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","The Southern Environmental Law Center is suing the Army Corps on behalf of environmentalists over federal water protections for the Okefenokee Swamp.","Marisa Mecke",""
"16","Tybee Island prepares for hurricanes with long-term resiliency plans","<a href='https://www.savannahnow.com/story/news/2022/06/10/tybee-island-georgia-prepares-hurricanes-long-term-resiliency-plans/7467632001/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Tybee Island, a favorite of Georgia's barrier islands, is prepping for hurricanes and beyond with coastal resilience planning and green infrastructure.","Marisa Mecke",""
"17","Army Corps blocks mine near Okefenokee, cites failure to consult ...","<a href='https://www.savannahnow.com/story/news/2022/06/03/army-corps-engineers-reverses-wetlands-decision-okefenokee-mine/7506056001/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","The decision came after a request from Georgia Sen. Jon Ossoff to restore federal protections of the wetlands in the country’s largest blackwater swamp","Marisa Mecke",""
"18","Georgians adopting EVs ahead of Bryan County Hyundai plant ...","<a href='https://www.savannahnow.com/story/news/2022/07/27/georgia-electric-cars-vehicles-hyundai-plant-opening-bryan-county/10069014002/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","With the Bryan County Hyundai plant on the horizon, here's a look at where Georgia residents are now in adopting electric vehicles.","Marisa Mecke",""
"19","Georgia studies shrimp parasite hurting industry, shrimp population","<a href='https://www.savannahnow.com/story/news/environment/2022/12/21/georgia-studies-shrimp-parasite-hurting-industry-shrimp-population/69740402007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Climate change is exacerbating a parasite that could weaken Georgia's shrimp fishery, and industry experts and scientists are uniting to study it.","Marisa Mecke",""
"20","Water wars on the Okefenokee heighten as EPD closes in on permit","<a href='https://www.savannahnow.com/story/news/environment/2022/12/17/water-wars-on-the-okefenokee-swamp-drought-wastewater-heighten-as-epd-closes-in-on-permit/69735635007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","After a tumultuous year, the Okefenokee Swamp's fate remains undetermined as new and old voices continue to argue for the mining permit's rejection.","Marisa Mecke",""
"21","Okefenokee Swamp Park to seek UNESCO World Heritage Site ...","<a href='https://www.savannahnow.com/story/news/state/2022/06/30/unesco-world-heritage-site-status-bid-okefenokee-swamp-park-georgia/7755122001/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","The U.S. Fish and Wildlife Services is joining Okefenokee Swamp Park in an effort to nominate the swamp for UNESCO Heritage Site status.","Marisa Mecke",""
"22","Savannah schools win EPA rebate for electric vehicle school buses","<a href='https://www.savannahnow.com/story/news/environment/2022/11/02/savannah-chatham-public-school-system-wins-epa-rebate-ev-school-buses/8248140001/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","As part of a national rebate award to reduce emissions, the Savannah-Chatham County School System won $9.8 million from the EPA for electric buses.","Marisa Mecke",""
"23","EPA releases preliminary guidelines for 'forever chemical' pollution","<a href='https://www.savannahnow.com/story/news/environment/2022/06/28/epa-releases-preliminary-guidelines-forever-chemical-pollution-ogeechee-riverkeeper/7454890001/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Years of growing concern about PFAS contamination have culminated in new EPA guidelines on the 'forever chemical' pollution in water.","Marisa Mecke",""
"24","Mar-Leta Farm fined $85000 by EPD for fish kill due to soil amendment","<a href='https://www.savannahnow.com/story/news/environment/2022/09/20/mar-leta-farm-ga-fined-85-000-epd-fish-kill-due-soil-amendment/10435171002/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","The Georgia EPD fined Mar-Leta Farms $85,000 for soil amendment contamination that caused a fish kill in Little River this summer.","Marisa Mecke",""
"25","Dirty Dozen highlights Clean Water Act's protection of Georgia waters","<a href='https://www.savannahnow.com/story/news/environment/2022/12/03/dirty-dozen-highlights-clean-water-acts-protection-georgia-waters/10810781002/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","For the 50th anniversary of the Clean Water Act, the Georgia Water Coalition celebrated 12 cases where big polluters were addressed due to the policy.","Marisa Mecke",""
"26","SeaPoint Industrial Terminal completes Savannah brownfield cleanup","<a href='https://www.savannahnow.com/story/news/environment/2022/09/24/seapoint-industrial-terminal-completes-brownfield-cleanup-savannah/8089146001/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Under budget and ahead of schedule, SeaPoint Industrial Terminal Complex completed its brownfield cleanup, the largest in state history.","Marisa Mecke",""
"27","Twin Pines Minerals mine set to continue after Army Corps settles suit","<a href='https://www.savannahnow.com/story/news/environment/2022/08/23/twin-pines-minerals-mine-set-continue-after-army-corps-settles-suit/7872256001/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","The mine looking to open at the edge of the Okefenokee Swamp got the go-ahead after the Army Corps reversed its wetland protection decision from June.","Marisa Mecke",""
"28","Savannah, GA gardener's native plants promote a healthy ecosystem","<a href='https://www.savannahnow.com/story/lifestyle/home-garden/2022/07/26/savannah-ga-native-plants-garden-promote-healthy-ecosystem/10121880002/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","A Savannah gardener uses native plants to replace his grass lawn and create a healthy, productive ecosystem right in his front yard.","Marisa Mecke",""
"29","Savannah strategizes plans to clean E. coli pollution in Vernon River","<a href='https://www.savannahnow.com/story/news/2022/10/12/savannah-georgia-officials-strategize-plans-clean-e-coli-pollution-vernon-river/8205964001/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","The Vernon River has had severe E. coli contamination for decades, but the Savannah is angling to rework its strategies to reign in pollution.","Marisa Mecke",""
"30","Wassaw Island loggerhead turtles: Group marks 50 years of ...","<a href='https://www.savannahnow.com/story/news/local/2022/06/04/loggerhead-sea-turtles-nesting-season-wassaw-island-ga-caretta-research-project/7499992001/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","The Caretta Research Project is celebrating its 50th nesting season protecting loggerhead sea turtles on Wassaw Island, noting growing populations.","Marisa Mecke",""
"31","Honeybee vaccine developed by UGA and Dalan Animal Health","<a href='https://www.savannahnow.com/story/news/environment/2022/11/10/honeybee-vaccine-developed-university-georgia-dalan-animal-health/8293446001/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","In the fight to save the honeybees, UGA partners to make a honeybee vaccine ready for the market.","Marisa Mecke",""
"32","Will it snow in Savannah GA for Christmas? Low temperatures ...","<a href='https://www.savannahnow.com/story/weather/2022/12/20/weather-will-it-snow-in-savannah-ga-christmas-day-forecast/69739951007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Chilly weather is forecasted to sweep through Georgia and the coast just in time for the holidays. Here's what you need to know.","Marisa Mecke",""
"33","Georgetown residents battle feral hogs during development","<a href='https://www.savannahnow.com/story/news/local/2022/09/03/georgetown-georgia-residents-battle-feral-hogs-during-development/7942234001/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Feral hogs are becoming a growing concern for Georgetown residents, but development is unlikely to change where the swine hang out around town.","Marisa Mecke",""
"34","Climate change: Sea-level rise threatens to swallow Butler Island","<a href='https://www.savannahnow.com/story/news/climate-change/2022/09/22/perilous-course-global-warming-sea-level-rise-threatens-swallow-butler-island/10356661002/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","After battling to preserve the historic property on Butler Island from sale and development, preservationists must face the threat of sea-level rise.","Marisa Mecke",""
"35","How the WV v EPA Supreme Court decision will impact Georgia ...","<a href='https://www.savannahnow.com/story/news/environment/2022/07/09/how-georgia-power-affected-west-virginia-vs-environmental-protection-agency-supreme-court-decision/10015657002/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","The Supreme Court decided West Virginia v. EPA, limiting the federal agency's ability to regulate power plant emissions.","Marisa Mecke",""
"36","Poultry and bird experts protect against highly infectious avian flu","<a href='https://www.savannahnow.com/story/news/environment/2022/11/19/poultry-and-bird-experts-in-georgia-protect-against-highly-infectious-bird-flu-hpai/10718736002/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","A virus deadly to birds is spreading through the U.S., and experts in Georgia are strategizing to protect the state's important poultry industry.","Marisa Mecke",""
"37","2 Effingham County power plants in the top ten dirtiest GA emitters","<a href='https://www.savannahnow.com/story/news/environment/2022/06/25/ga-dirtiest-emitters-effingham-energy-mcintosh-combined-cycle-facility/7722995001/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Two power plants in Effingham County were listed by Environment Georgia in its top 10 ""dirtiest"" for carbon dioxide emissions.","Marisa Mecke",""
"38","Neighbors, students bid farewell to McCauley Park live oak Twister","<a href='https://www.savannahnow.com/story/news/local/2022/12/07/neighbors-students-bid-farewell-to-mccauley-park-live-oak-twister-savannah-tree/10840343002/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Neighbors bid farewell to a favorite tree, affectionately named Twister by local students, which must be cut down due to permeating damage.","Marisa Mecke",""
"39","Mercer Middle after-school program teaches students climate ...","<a href='https://www.savannahnow.com/story/news/education/2022/12/02/mercer-middle-students-pilot-climate-resilience-after-school-program-savannah-georgia/10816391002/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Students from Mercer Middle School helped pilot an after-school program where students design plans to make communities resilient to disasters.","Marisa Mecke",""
"40","Stronger storms, longer seasons: How hurricanes will change in ...","<a href='https://www.savannahnow.com/story/news/state/2022/09/30/strong-storms-long-seasons-georgia-scientists-climate-change-impacts-hurricanes-tropical-storms/10451126002/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Scientists are working to figure out how climate change might impact future hurricanes along Georgia's coast.","Marisa Mecke",""
"41","Georgia flood insurance prices may rise due to climate change","<a href='https://www.savannahnow.com/story/news/environment/2022/10/28/georgia-flood-insurance-prices-may-rise-due-climate-change/10525150002/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","With storms becoming stronger and floods more frequent, Georgians are looking ahead to how climate change will impact flood insurance pricing.","Marisa Mecke",""
"42","Tips to be more sustainable during the holiday season","<a href='https://www.savannahnow.com/story/news/environment/2022/11/24/tips-more-sustainable-during-holiday-season-recycling-reducing-waste-georgia/10762404002/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Holidays are often when people are buying and consuming more than usual. For those hoping to be a little greener, here are ideas to be more green.","Marisa Mecke",""
"43","Are monarch butterflies endangered? Georgia researchers debate ...","<a href='https://www.savannahnow.com/story/news/state/2022/08/13/monarch-butterflies-endangered-university-georgia-researchers-say-not-close/10152484002/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Despite calls to list monarch butterflies as endangered, UGA researchers find that monarch butterfly populations have held steady for 25 years.","Marisa Mecke",""
"44","Okefenokee Swamp mining: Twin Pines Minerals to reapply for permit","<a href='https://www.savannahnow.com/story/news/environment/2022/06/07/twin-pines-minerals-set-reapply-mining-permit-near-okefenokee-swamp/7543466001/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Twin Pines Minerals plans to reapply for its permit following the Army Corps of Engineers' decision to federally protect Okefenokee's wetlands.","Marisa Mecke",""
"45","Georgia gopher tortoises skirt endangered status citing conservation","<a href='https://www.savannahnow.com/story/news/state/2022/10/21/ga-gopher-tortoises-skirt-endangered-status-citing-conservation/10551888002/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","U.S. Fish and Wildlife Service denied Georgia gopher tortoises endangered species status citing steady conservation efforts.","Marisa Mecke",""
"46","Savannah GA weather: Cooling tips for the summer heat in Georgia","<a href='https://www.savannahnow.com/story/news/local/2022/06/15/cooling-tips-summer-heat-georgia-stroke-exhaustion-pets/7627540001/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","With temperatures climbing, here are some recommendations to keep cool whether you are inside the house or getting outside.","Marisa Mecke",""
"47","Savannah: Officials decide to cut down popular live oak in McCauley ...","<a href='https://www.savannahnow.com/story/news/environment/2022/11/11/officials-decide-cut-down-popular-live-oak-mccauley-park-savannah-betty-white/10668155002/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Due to damage sustained in September, the beloved live oak in McCauley Park will be cut down due to safety concerns.","Marisa Mecke",""
"48","Supreme Court delays Georgia Public Service Commission election","<a href='https://www.savannahnow.com/story/news/2022/08/19/supreme-court-delays-georgia-public-service-commission-election/7845063001/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","The Georgia Public Service Commission's upcoming election is on pause do to a lawsuit arguing the at-large election dilutes Black votes.","Marisa Mecke",""
"49","'No time to respond': Proposed Effingham development threatens ...","<a href='https://www.savannahnow.com/story/news/environment/2022/08/11/experts-effingham-county-proposal-threatens-regional-drinking-water/10275209002/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Water experts are denouncing a proposed warehouse development on Abercorn Creek, saying it will put the region's drinking water at major risk.","Marisa Mecke",""
"50","Twin Pines sues Army Corp over Okefenokee Swamp wetland ...","<a href='https://www.savannahnow.com/story/news/state/2022/07/01/okefenokee-swamp-mining-lawsuit-twin-pines-sues-us-army-corp-of-engineers/7788979001/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","The company looking to mine near the Okefenokee Swamp is suing the Army Corps for overturning a previous decision and seeking Muscogee Nation's input.","Marisa Mecke",""
"51","Oak tree at McCauley Park: Ardsley Park neighbors grieve damage","<a href='https://www.savannahnow.com/story/news/local/2022/09/17/ardsley-park-neighbors-grieve-damage-live-oak-tree-mccauley-park/10387470002/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","A colossal live oak in McCauley Park lost a major limb, prompting concerns over whether it'll be cut down. Ardsley Park neighbors show their support.","Marisa Mecke",""
"52","Smelly rules: Georgia Department of Agriculture approves soil ...","<a href='https://www.savannahnow.com/story/news/environment/2022/12/09/georgia-department-of-agriculture-approves-soil-amendment-rule-changes-sludge/69709145007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Following months of outcry about the stench, flies and hazards of soil amendment, the Georgia Department of Agriculture approved rule changes .","Marisa Mecke",""
"53","Milliken closes manufacturing location between Augusta and ...","<a href='https://www.savannahnow.com/story/news/2022/07/14/milliken-company-closes-manufacturing-location-between-augusta-savannah/10061235002/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Milliken & Company is set to close its Sylvania location, historically the site of one of Georgia's largest fish kill.","Marisa Mecke",""
"54","Army Corps of Engineers face lawsuit over Brunswick Harbor dredging","<a href='https://www.savannahnow.com/story/news/environment/2022/12/26/army-corps-of-engineers-face-lawsuit-over-brunswick-harbor-dredging/69751081007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Environmental groups are suing the Army Corps of Engineers over an expansion of harbor dredging they allege threatens Georgia's sea turtle population.","Marisa Mecke",""
"55","Georgia Power bill increase approved by PSC for 2023","<a href='https://www.savannahnow.com/story/news/environment/2022/12/21/georgia-power-bill-increase-approved-2023/69744042007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","After months of lengthy hearings, the Georgia Public Service Commission came to an agreement for a $1.8 billion Georgia Power rate increase.","Marisa Mecke",""
"56","Gray's Reef National Marine Sanctuary celebrates new discovery ...","<a href='https://www.savannahnow.com/story/news/environment/2022/10/15/grays-reef-national-marine-sanctuary-celebrates-new-discovery-center/10495068002/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Hard to visit far off the coast, the Gray's Reef National Marine Sanctuary is making a home-base in downtown Savannah.","Marisa Mecke",""
"57","Tybee leaders fight beach litter, cigarettes, pollution","<a href='https://www.savannahnow.com/story/news/2022/09/21/tybee-leaders-fight-beach-litter-cigarettes-pollution/8020703001/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","More tourists arrive on Tybee every summer, and with more people comes more trash. But new strategies to reduce litter are proving successful.","Marisa Mecke",""
"58","Electric vehicles can help reduce Georgia emissions. Here's how","<a href='https://www.savannahnow.com/story/news/environment/2022/07/26/ga-ev-reduce-emissions-climate-change-environment-electric-vehicles-cars/10070307002/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Ahead of the Bryan County Hyundai facility's groundbreaking, a look at how electric vehicles may help reduce Georgia's emissions.","Marisa Mecke",""
"59","Snake bite season: How to keep your pet safe, get treatment for venom","<a href='https://www.savannahnow.com/story/news/environment/2022/07/21/pet-safety-treatment-venomous-snake-bites-during-summer/10047618002/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","When the weather gets warm, snakes come out. Here's information on how to keep your pet safe from copperhead bites during the summer months.","Marisa Mecke",""
"60","New Cumberland Island management plan raises environmental ...","<a href='https://www.savannahnow.com/story/news/environment/2022/12/16/new-cumberland-island-georgia-management-plan-raises-environmental-concerns-national-park-service/69724360007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","The National Park Service is proposing new plans to expand visitors' experiences on Cumberland Island. But the proposals has detractors.","Marisa Mecke",""
"61","Doing right by whales: Groups urge NOAA to enforce boat speed ...","<a href='https://www.savannahnow.com/story/news/environment/2022/11/25/petition-urges-speed-regulations-save-north-atlantic-right-whales-noaa/10755412002/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Conservationists are petitioning NOAA to implement a speed limit on the waters to protect North Atlantic right whales in Georgia calving grounds.","Marisa Mecke",""
"62","Georgia bans ownership, breeding of Burmese, tegu","<a href='https://www.savannahnow.com/story/news/environment/2022/11/05/georgia-bans-ownership-breeding-burmese-reticulated-pythons-tegu-reptiles/8240341001/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Several species of exotic pets will no longer be allowed in Georgia under new DNR rules aimed at stemming invasive reptiles from entering Georgia.","Marisa Mecke",""
"63","East Coast struggles as climate alters weather, neighborhoods, ocean","<a href='https://www.starnewsonline.com/in-depth/news/2022/09/20/east-coast-flooding-heat-severe-weather-climate-change/10308981002/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","People along the East Coast are feeling the climate crisis: in deadly heat, repeated floods, rising seas and shifting ground. Is adapting possible?","Marisa Mecke",""
"64","Savannah Morning News and Savannah State panel on Thiokol ...","<a href='https://www.savannahnow.com/story/news/state/2023/03/30/savannah-morning-news-savannah-state-university-panel-thiokol-explosion-1971-georgia/70063309007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","In 1971, an explosion at the Thiokol Chemical Plant in Woodbine shook the coast. 50 years later, these projects look to tell the community's story.","Marisa Mecke",""
"65","Biden administration restores Clean Water protections for wetlands","<a href='https://www.savannahnow.com/story/news/environment/2023/01/06/biden-administration-restores-clean-water-protections-for-wetlands/69780861007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Water and wetland protections have been up in the air in recent years, and the Biden administration restored protections to streams and wetlands.","Marisa Mecke",""
"66","Georgia conservationists search for declining the chuck-will's-widow","<a href='https://www.savannahnow.com/story/news/environment/2023/03/16/georgia-conservationists-search-for-declining-the-chuck-wills-widow/69989748007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Conservationists in Georgia want to conserve a declining nocturnal bird, but finding the elusive chuck-will's-widow is the hardest part.","Marisa Mecke",""
"67","Bass anglers in Georgia might be surprised to learn where their ...","<a href='https://www.savannahnow.com/story/news/environment/2023/04/06/richmond-hill-dnr-fish-hatchery-spawns-striped-white-and-hybrid-bass/70083902007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","For striped, white and hybrid bass in rivers, lakes and ponds throughout the state, all roads lead to a coastal Georgia hatchery.","Marisa Mecke",""
"68","Georgia legislators call for funding for Cumberland Island erosion ...","<a href='https://www.savannahnow.com/story/news/environment/2023/03/04/cumberland-island-beach-erosion-study-funding-for-national-seashore-osoff-carter/69967432007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Sen. Jon Ossoff and Rep. Buddy Carter are calling upon the federal government to fund a study on beach erosion for Cumberland Island.","Marisa Mecke",""
"69","Legislative update: Environmental bills in Georgia this year","<a href='https://www.savannahnow.com/story/news/environment/2023/02/24/legislative-update-environmental-bills-in-georgia-house-senate-this-year-solar-evs-okefenokee-swamp/69936105007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","From EVs to the Okefenokee Swamp, here are a few of the environmental bills legislators are hoping to make law this year.","Marisa Mecke",""
"70","Okefenokee Protection Act HB 71 dies in committee, again","<a href='https://www.savannahnow.com/story/news/environment/2023/03/09/okefenokee-protection-act-hb-71-dies-in-committee-again/69981829007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","The Okefenokee Protection Act died in a Georgia House committee again, but proponents are ready to try again next year.","Marisa Mecke",""
"71","Egg prices in Georgia rising due to inflation, avian influenza","<a href='https://www.savannahnow.com/story/news/environment/2023/02/01/egg-prices-in-georgia-rising-due-to-inflation-avian-influenza-supply-chain-broilers-chickens/69858047007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Egg prices are frustrating customers statewide, but experts say the cause of the price rise are more complicated than you might think,","Marisa Mecke",""
"72","Jekyll Island Sea Turtle Center, Georgia Aquarium release ...","<a href='https://www.savannahnow.com/story/news/environment/2023/04/19/jekyll-island-sea-turtle-center-georgia-aquarium-release-loggerhead-kemps-ridley/70123027007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","The Georgia Sea Turtle Center and Georgia Aquarium partnered to release eight turtles they rehabilitated for cold shock back into the sea off Jekyll Island.","Marisa Mecke",""
"73","Hanwha Q CELLS announces investment in Georgia solar panel ...","<a href='https://www.savannahnow.com/story/news/environment/2023/01/11/hanwha-q-cells-announces-investment-in-georgia-solar-panel-manufacture/69795955007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","South Korean-based solar manufacturer Hanwha Q CELLS is expanding its Georgia facility with a $2.5 billion investment, creating 2,500 jobs.","Marisa Mecke",""
"74","UGA professor, MacArthur Genius Grant recipient honored by USA ...","<a href='https://www.savannahnow.com/in-depth/news/2023/03/19/jenna-jambeck-georgia-usa-today-women-year/69914591007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Jenna Jambeck is USA TODAY&#39;s Georgia honoree for Women of the Year. Her research on marine debris and plastic pollution has shaped worldwide efforts.","Marisa Mecke",""
"75","Okefenokee Protection Bill aims to prevent mining at wildlife refuge","<a href='https://www.savannahnow.com/story/news/environment/2023/01/25/okefenokee-protection-bill-aims-to-prevent-mining-at-wildlife-refuge-georgia-legislature/69840473007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","After a swing and a miss last year, a larger coalition of Georgia legislators are looking to pass a bill to protect the Okefenokee Swamp from mining.","Marisa Mecke",""
"76","Jimmy Carter environmental legacy, land, water and energy ...","<a href='https://www.savannahnow.com/story/news/environment/2023/02/24/jimmy-carter-environmental-legacy-land-water-and-energy-protections/69937022007/' target='_blank'>Link to Article</a>",NA,"www.savannahnow.com","Former U.S. President Jimmy Carter has had an outsized impact on Georgia's natural resources, from encouraging solar power to protecting state rivers.","Marisa Mecke",""
