"","Article.Title","Link","Date.Published","News.Outlet","Preview","Key.Author","All.Authors"
"34","North Carolina's Competing Visions For Cutting Power Plant ...","<a href='https://www.wfae.org/energy-environment/2021-07-15/north-carolinas-competing-visions-for-cutting-power-plant-emissions' target='_blank'>Link to Article</a>","2021-07-15","www.wfae.org","The future of North Carolina's energy system has been up for debate this week as state leaders discuss the best way to shift away from fossil fuels — and how fast to do it. With global temperatures rising and weather patterns changing, the question is an important one not just for North Carolina, but for the planet. But there's lots of disagreement. WFAE climate reporter David Boraks joins ""All Things Considered"" host Gwendolyn Glenn to talk about this week's legislative and administrative actions and what they could mean for the state's energy business.","David Boraks",""
"35","Agreement could clear the way for redeveloping Davidson asbestos ...","<a href='https://www.wfae.org/energy-environment/2021-10-05/agreement-could-clear-the-way-for-redeveloping-davidson-asbestos-mill' target='_blank'>Link to Article</a>","2021-10-05","www.wfae.org","A company that wants to redevelop an old mill in downtown Davidson has reached a tentative agreement with North Carolina environmental officials on how to permanently cover asbestos buried on the site.","David Boraks",""
"36","Parts of both Carolinas now in 'severe drought,' bringing fire danger ...","<a href='https://www.wfae.org/energy-environment/2021-12-03/parts-of-both-carolinas-now-in-severe-drought-bringing-fire-danger' target='_blank'>Link to Article</a>","2021-12-03","www.wfae.org","Parts of the Piedmont and eastern North and South Carolina are now in a ""severe drought,"" raising concerns about water levels and the risk of fires like one that has burned more than a thousand acres at Pilot Mountain State Park.","David Boraks",""
"37","Gaston Commission OKs New Rules To Allow And Regulate Mining ...","<a href='https://www.wfae.org/energy-environment/2021-09-29/gaston-commission-oks-new-rules-to-allow-and-regulate-mining' target='_blank'>Link to Article</a>","2021-09-29","www.wfae.org","Gaston County commissioners on Tuesday night unanimously approved updates to the county development ordinance that allow new mining operations and spell out how they are regulated. The rules affect Piedmont Lithium, which wants to build an $840 million lithium mining and processing facility in northern Gaston County.","David Boraks",""
"38","NC Coalition Forms To Advocate For Offshore Wind Energy Projects ...","<a href='https://www.wfae.org/energy-environment/2021-09-24/nc-coalition-forms-to-advocate-for-offshore-wind-energy-projects' target='_blank'>Link to Article</a>","2021-09-24","www.wfae.org","A group of 10 advocacy groups has formed the Offshore Wind for North Carolina coalition, or OSW4NC, to lobby for funding, legislation and anything else that will get wind turbines turning off the North Carolina coast.","David Boraks",""
"39","'The Numbers Are Going To Be Really Bad': What An End To The ...","<a href='https://www.wfae.org/local-news/2021-07-01/the-numbers-are-going-to-be-really-bad-what-an-end-to-the-eviction-moratorium-means' target='_blank'>Link to Article</a>","2021-07-01","www.wfae.org","A review of court records shows judges are continuing to order evictions for Mecklenburg County — renters who fail to pay rent and for other reasons. WFAE reporter David Boraks talks with WFAE's ""All Things Considered"" host Gwendolyn Glenn to break down a story he wrote with the Charlotte Journalism Collaborative.","David Boraks",""
"40","Comments Due On Gaston County Lithium Mine's NC Permit ...","<a href='https://www.wfae.org/energy-environment/2021-09-27/comments-due-on-gaston-county-lithium-mines-nc-permit-request' target='_blank'>Link to Article</a>","2021-09-27","www.wfae.org","Public comments are due Thursday on Piedmont Lithium's application for a state permit to build a lithium mine and processing operation in northern Gaston County. The application details the company's mining plans.","David Boraks",""
"41","Compromise energy reform bill heads for a full NC Senate vote ...","<a href='https://www.wfae.org/energy-environment/2021-10-05/compromise-energy-reform-bill-heads-for-a-full-nc-senate-vote' target='_blank'>Link to Article</a>","2021-10-05","www.wfae.org","An energy reform bill backed by Republican and Democratic North Carolina lawmakers and Gov. Roy Cooper is expected to come up for a vote in the full state Senate Wednesday. That's after it easily passed two key Senate committees Tuesday afternoon.","David Boraks",""
"42","The economist's view: Dealing with climate will be costly, but worth it ...","<a href='https://www.wfae.org/energy-environment/2021-11-06/the-economists-view-dealing-with-climate-will-be-costly-but-worth-it' target='_blank'>Link to Article</a>","2021-11-06","www.wfae.org","As world leaders haggle over climate commitments in Glasgow, Scotland, climate watchers are looking for signs of progress — or lack thereof.  North Carolina environmental economist Jared Woollacott shares what to look for, and whether he's optimistic.","David Boraks",""
"43","Solar Rebates Oversubscribed Again, Even As Duke Energy Cuts ...","<a href='https://www.wfae.org/energy-environment/2021-07-27/solar-rebates-oversubscribed-again-even-as-duke-energy-cuts-amount' target='_blank'>Link to Article</a>","2021-07-27","www.wfae.org","Rebates for rooftop solar panels continue to gain popularity among Duke Energy's North Carolina customers, even as the company cuts the size of the rebates.","David Boraks",""
"44","Gaston Commissioners Wary About Proposed 3,000-Acre Lithium ...","<a href='https://www.wfae.org/energy-environment/2021-07-21/gaston-commissioners-wary-about-proposed-3-000-acre-lithium-mine' target='_blank'>Link to Article</a>","2021-07-21","www.wfae.org","A proposed lithium mining and processing operation about 30 miles west of Charlotte in Gaston County got a chilly reception from a majority of Gaston County commissioners Tuesday night. That came amid concerns about potential environmental damage, traffic and — until now — a lack of information.","David Boraks",""
"45","Duke Solar Project In Texas Helps Austin With Its Climate Goals ...","<a href='https://www.wfae.org/energy-environment/2021-07-29/duke-solar-project-in-texas-helps-austin-with-its-climate-goals' target='_blank'>Link to Article</a>","2021-07-29","www.wfae.org","Duke Energy is helping the city of Austin, Texas, meet its carbon-reduction goals by selling power from a solar farm that began commercial operation this week. It's one of two projects now up and running that bring Duke's total renewable energy output above 10,000 megawatts.","David Boraks",""
"46","New NC Law On Biogas Facilities Prompts Environmental Concerns ...","<a href='https://www.wfae.org/energy-environment/2021-07-06/new-nc-law-on-biogas-facilities-prompts-environmental-concerns' target='_blank'>Link to Article</a>","2021-07-06","www.wfae.org","A bill signed by Gov. Roy Cooper last week will make it easier for hog farms in North Carolina to get permission to turn hog waste into biogas. On its face that sounds like a solution to two problems: promoting renewable energy and eliminating hog waste. But it may not be that simple.","David Boraks",""
"47","U.S. Building Contractors Urge Industry Action On Climate Change ...","<a href='https://www.wfae.org/business/2021-08-03/u-s-building-contractors-urge-industry-action-on-climate-change' target='_blank'>Link to Article</a>","2021-08-03","www.wfae.org","A group that represents U.S. building contractors, including more than 1,000 in the Carolinas, is calling on members to adopt climate-friendly practices and to work with government and business to reduce greenhouse gas emissions.","David Boraks",""
"48","Commission Agrees To Draft Carbon Limits For NC Electricity Plants ...","<a href='https://www.wfae.org/energy-environment/2021-07-13/commission-agrees-to-draft-carbon-limits-for-n-c-electricity-plants' target='_blank'>Link to Article</a>","2021-07-13","www.wfae.org","The North Carolina Environmental Management Commission voted Tuesday to begin rulemaking that would set limits on carbon emissions from energy plants to address climate change. The proposal also calls for North Carolina to join the Regional Greenhouse Gas Initiative, which includes 11 states from Maine to Virginia.","David Boraks",""
"50","NC environmental regulators hear arguments against permit for ...","<a href='https://www.wfae.org/energy-environment/2021-11-16/nc-environmental-regulators-hear-arguments-against-permit-for-gaston-lithium-mine' target='_blank'>Link to Article</a>","2021-11-16","www.wfae.org","Most speakers at a public hearing in Gastonia on Monday night urged state environmental regulators to deny a permit for a lithium mine on about 1,500 acres in northern Gaston County. Their main concerns: air and water pollution and losing their quality of life.","David Boraks",""
"51","A CMS Title IX task force report is public after months of closed ...","<a href='https://www.wfae.org/education/2021-12-23/cms-title-ix-taskforce-report-with-student-recommendations-is-public-after-months-of-closed-meetings' target='_blank'>Link to Article</a>","2021-12-23","www.wfae.org","Last week Charlotte-Mecklenburg Schools Superintendent Earnest Winston released a report from the Title IX task force. The task force was formed earlier this year in the wake of student protests around how the district has historically handled allegations of sexual assaults within CMS.","David Boraks",""
"52","Southeast Mayors Call On Congress To Set National Clean Energy ...","<a href='https://www.wfae.org/energy-environment/2021-09-21/southeast-mayors-call-on-congress-to-set-national-clean-energy-goal' target='_blank'>Link to Article</a>","2021-09-21","www.wfae.org","Mayors from 24 cities across the Southeast are calling on Congress to adopt national clean energy standards. In a letter to Congress and the White House this week, the mayors say their goal is to speed the transition to renewable energy and electric vehicles, and to create jobs.","David Boraks",""
"54","North Carolina Regulators To Consider Setting Greenhouse Gas ...","<a href='https://www.wfae.org/energy-environment/2021-07-12/north-carolina-regulators-to-consider-setting-greenhouse-gas-limits-from-energy' target='_blank'>Link to Article</a>","2021-07-12","www.wfae.org","State regulators Tuesday will consider a proposal that would shake up North Carolina's energy business in the name of slowing climate change.","David Boraks",""
"55","NC lawmakers give final approval to a bill on local natural gas bans ...","<a href='https://www.wfae.org/energy-environment/2021-11-30/nc-lawmakers-give-final-approval-to-a-bill-on-local-natural-gas-bans' target='_blank'>Link to Article</a>","2021-11-30","www.wfae.org","North Carolina lawmakers have given final approval to a bill that prohibits local governments from banning natural gas for heaters and other appliances. It still needs the governor's signature.","David Boraks",""
"56","NC energy debates, climate anxiety and sea level rise led WFAE's ...","<a href='https://www.wfae.org/energy-environment/2021-12-27/nc-energy-debates-climate-anxiety-and-sea-level-rise-led-wfaes-2021-environment-coverage' target='_blank'>Link to Article</a>","2021-12-27","www.wfae.org","At WFAE, we expanded our climate coverage in 2021. That meant launching a new climate newsletter and taking a more focused approach to reporting on this all-important topic. From sea-level rise on the South Carolina coast to the lingering effects of a gas spill in Huntersville to debate over a lithium mine west of Charlotte, these are some of the most important climate and environment stories we told this year.","David Boraks",""
"57","'Slowly Bubbling Out': 1 Year After Huntersville Colonial Pipeline ...","<a href='https://www.wfae.org/energy-environment/2021-08-13/slowly-bubbling-out-1-year-after-huntersville-colonial-pipeline-gasoline-spill-cleanup-continues' target='_blank'>Link to Article</a>","2021-08-13","www.wfae.org","Saturday marks one year since the discovery of a massive gasoline spill on the Colonial Pipeline in Huntersville, north of Charlotte. Officials say they're still researching the extent of the spill and they aren't sure how long it will take to clean up. As one of the largest gasoline spills on land in the United States, it continues to raise concerns from neighbors and officials from Huntersville to Raleigh to Washington, D.C.","David Boraks",""
"58","Imagining The Effects Of Climate Change On Ports And Shipping ...","<a href='https://www.wfae.org/energy-environment/2021-09-11/imagining-the-effects-of-climate-change-on-ports-and-shipping' target='_blank'>Link to Article</a>","2021-09-11","www.wfae.org","What would happen if climate change severely disrupted global supply chains? How would it affect shipping ports like Charleston and Wilmington, which are vital to the economy of the Carolinas?","David Boraks",""
"59","Charlotte, North Carolina retailers likely to have trouble hiring ...","<a href='https://www.wfae.org/business/2021-11-15/north-carolina-retailers-likely-to-have-trouble-hiring-holiday-workers' target='_blank'>Link to Article</a>","2021-11-15","www.wfae.org","Just 7% of jobs added last month were retail positions. The president of the North Carolina Retail Merchants Association says he's concerned about how stores around the Charlotte region will handle the holiday shopping season.","David Boraks",""
"60","After House vote, Cooper gets bill that would help meet climate ...","<a href='https://www.wfae.org/energy-environment/2021-10-07/n-c-house-approves-energy-reform-bill-sends-iuto-the-governor' target='_blank'>Link to Article</a>","2021-10-07","www.wfae.org","Energy reform legislation that offers a path to meeting the state's climate change goals is headed to Gov. Roy Cooper. The bill also will change how electric rates are set.","David Boraks",""
"61","Duke Energy Wins $215M In Settlements With Insurers Over Coal ...","<a href='https://www.wfae.org/energy-environment/2021-08-18/duke-energy-wins-215m-in-settlements-with-insurers-over-coal-ash-costs' target='_blank'>Link to Article</a>","2021-08-18","www.wfae.org","Duke Energy has reached financial settlements totaling $215 million with a group of insurers it sued four years ago to recover costs for cleaning up coal ash.","David Boraks",""
"62","COVID, health care and NC climate change: WFAE dug deep with ...","<a href='https://www.wfae.org/charlotte-area/2021-12-27/covid-health-care-and-nc-climate-change-wfae-dug-deep-with-special-series-in-2021' target='_blank'>Link to Article</a>","2021-12-27","www.wfae.org","The impact of COVID-19 on Charlotte’s Black and Latino communities and a local elementary school. A legacy of asbestos contamination in Davidson. Stories of resilience in the face of the pandemic. A deep dive into the cost of the U.S. health care system and a look at the climate cost of North Carolina’s growing wood pellet industry. These were the topics of WFAE’s special series this year.","David Boraks",""
"63","Growing Electricity Sales, Higher Rates Push Up Duke Energy ...","<a href='https://www.wfae.org/energy-environment/2021-08-05/growing-electricity-sales-higher-rates-push-up-duke-energy-profits' target='_blank'>Link to Article</a>","2021-08-05","www.wfae.org","Duke Energy earned a profit of $765 million during the second quarter of 2021, boosted by higher electric rates and growth in energy usage — including by people who are still working at home. That was a rebound from a loss in the same quarter a year ago.","David Boraks",""
"64","Deal Lets Piedmont Raise Natural Gas Rates, But By Less Than ...","<a href='https://www.wfae.org/energy-environment/2021-09-14/deal-lets-piedmont-raise-natural-gas-rates-but-by-less-than-requested' target='_blank'>Link to Article</a>","2021-09-14","www.wfae.org","Business and residential customers of Piedmont Natural Gas could see their rates go up Nov. 1 under an agreement the company reached last week with customer groups and the state's utility consumer advocate.","David Boraks",""
"65","Charlotte CEOs reflect on adapting to COVID-19, how work is ...","<a href='https://www.wfae.org/business/2021-12-08/charlotte-ceos-reflect-on-adapting-to-covid-19-how-work-is-changing' target='_blank'>Link to Article</a>","2021-12-08","www.wfae.org","For the first time since before the pandemic, Charlotte's business leaders gathered in person Wednesday for their annual business outlook. For three top local CEOs, it was less about the economy and more about how their companies are adapting.","David Boraks",""
"66","Charlotte Steelmaker Nucor Pledges To Cut Its Greenhouse Gas ...","<a href='https://www.wfae.org/energy-environment/2021-07-19/charlotte-steelmaker-nucor-pledges-to-cut-its-greenhouse-gas-emissions' target='_blank'>Link to Article</a>","2021-07-19","www.wfae.org","Heavy industries such as steelmaking are the third-largest source of pollution that contributes to global warming and climate change, according to the EPA. Charlotte-based Nucor Corp. is pledging to cut greenhouse gas emissions at its steel plants.","David Boraks",""
"67","Former NC Environment Chief Van Der Vaart Named Chief ...","<a href='https://www.wfae.org/politics/2021-07-01/former-deq-chief-van-der-vaart-appointed-chief-administrative-law-j' target='_blank'>Link to Article</a>","2021-07-01","www.wfae.org","North Carolina Chief Justice Paul Newby has appointed former state Department of Environmental Quality Secretary Donald van der Vaart as the state's new chief administrative law judge and head of the Office of Administrative Hearings.","David Boraks",""
"68","Carolina City Heat Waves On The Rise, Prompting Public Health ...","<a href='https://www.wfae.org/energy-environment/2021-07-23/carolina-city-heat-waves-on-the-rise-prompting-public-health-worries' target='_blank'>Link to Article</a>","2021-07-23","www.wfae.org","Several days of high temperatures across the Carolinas are expected to continue into the weekend. If you're thinking we seem to have more days like this, you're right. Scientists say it's climate-related and a public health issue.","David Boraks",""
"69","22 Carolinas Solar And Energy Efficiency Projects Get U.S. Funds ...","<a href='https://www.wfae.org/energy-environment/2021-09-09/22-carolinas-solar-and-energy-efficiency-projects-get-u-s-funds' target='_blank'>Link to Article</a>","2021-09-09","www.wfae.org","The U.S. Department of Agriculture will spend $78 million to help fund 22 projects across the Carolinas as part of a nationwide push to expand renewable energy and lower energy costs in rural areas.","David Boraks",""
"70","A story about caroling on Christmas Eve that teaches lessons for life ...","<a href='https://www.wfae.org/charlotte-area/2021-12-24/a-story-about-caroling-on-christmas-eve-that-teaches-lessons-for-life' target='_blank'>Link to Article</a>","2021-12-24","www.wfae.org","Here's a touching story for Christmas Eve. It's told by Russell Mase, a retired Presbyterian minister, who recalls caroling with church members on a Christmas eve many years ago.","David Boraks",""
