"","Article.Title","Link","Date.Published","News.Outlet","Preview","Key.Author","All.Authors"
"20","Q&A with a nuclear engineer about US's newest nuclear plant ...","<a href='https://www.macon.com/news/state/georgia/article272865100.html' target='_blank'>Link to Article</a>","2023-03-08","www.macon.com","How this step is “like a successful launch on a spaceflight” — and why it took so long to get there.","Gautama Mehta",""
"21","Republican, Democratic lawmakers in GA are trying to protect ...","<a href='https://www.macon.com/news/state/georgia/article272628647.html' target='_blank'>Link to Article</a>","2023-03-01","www.macon.com","Advocates say mining would damage Trail Ridge, which plays a crucial and delicate geologic role in protecting the swamp.","Gautama Mehta",""
"22","No PFAS in Macon's drinking water says county public utility | Macon ...","<a href='https://www.macon.com/news/local/article273905330.html' target='_blank'>Link to Article</a>","2023-04-03","www.macon.com","The Macon Water Authority has been filtering out PFAS since 2000. Now, the federal government is cracking down on these chemicals.","Gautama Mehta",""
"23","Surprise support: Some GA Senate Republicans back expansion of ...","<a href='https://www.macon.com/news/politics-government/article272808425.html' target='_blank'>Link to Article</a>","2023-03-06","www.macon.com","A group of state senators introduced a bill that would increase the number of Georgia Power customers permitted to be credited at retail rates for electricity they feed into the power grid from solar panels on their houses.","Gautama Mehta",""
"24","Georgia Power coal ash plan likely violates EPA rule | Macon ...","<a href='https://www.macon.com/news/politics-government/article273823335.html' target='_blank'>Link to Article</a>","2023-04-06","www.macon.com","The company’s plans to cap coal ash in place likely violate a 2015 EPA rule, which could result in a more expensive cleanup that ultimately ends up costing ratepayers.","Gautama Mehta",""
"25","Jimmy Carter had a complicated green legacy in White House ...","<a href='https://www.macon.com/news/politics-government/article272628798.html' target='_blank'>Link to Article</a>","2023-03-06","www.macon.com","“If the nation had listened to Jimmy Carter around these energy issues back in the 1970s, we would be in much better shape for dealing with the climate crisis today.”","Gautama Mehta",""
"29","Georgia unemployment rate stays steady through March | Macon ...","<a href='https://www.macon.com/news/business/article274536066.html' target='_blank'>Link to Article</a>","2023-04-20","www.macon.com","“With consistently low unemployment and jobs at an all-time high, the [labor department] is well- positioned to help Georgians during one of the most vulnerable times in their lives.”","Gautama Mehta",""
"30","Georgia unemployment rate steady despite inflation concerns ...","<a href='https://www.macon.com/news/business/article273552395.html' target='_blank'>Link to Article</a>","2023-03-24","www.macon.com","See how leisure and hospitality sectors came roaring back from pandemic’s grip, and check out unemployment figures.","Gautama Mehta",""
"31","IKEA to Take on Walmart and Wayfair With Massive US Expansion ...","<a href='https://www.macon.com/news/business/article274541161.html' target='_blank'>Link to Article</a>","2023-04-20","www.macon.com","The American market already makes up 14% of Ikea’s total sales.","Gautama Mehta",""
"32","JBA opens in its new Cherry Street spot in downtown Macon ...","<a href='https://www.macon.com/news/business/article273544790.html' target='_blank'>Link to Article</a>","2023-03-27","www.macon.com","“Yes, things will change a little bit. But the thing is, like we’re still gonna be the same thing. We’re still JBA.”","Gautama Mehta",""
"33","Francar's Buffalo Wings reopens at Mercer Village, Macon, GA ...","<a href='https://www.macon.com/news/business/article273559030.html' target='_blank'>Link to Article</a>","2023-03-24","www.macon.com","“I got a million calls,” owner Carl Fambro said. “Why? Are you coming back? Can’t you come back?”","Gautama Mehta",""
"34","Local-owned cakery, Layers, opens Macon, GA, storefront | Macon ...","<a href='https://www.macon.com/news/business/article272573925.html' target='_blank'>Link to Article</a>","2023-02-24","www.macon.com","She’s been baking for 30 years. A school bus driver, he does everything else - including deliveries.","Gautama Mehta",""
"35","Comparison of egg prices at different grocery stores in the South ...","<a href='https://www.macon.com/news/business/article271449202.html' target='_blank'>Link to Article</a>","2023-01-24","www.macon.com","Don’t get too scrambled. We’ve got more information about the egg shortage and a list of grocery store prices to make things (over) easy.","Gautama Mehta",""
"37","A look at Mandy Croft, Macon's 'Poultry Princess' | Macon Telegraph","<a href='https://www.macon.com/news/business/article272320558.html' target='_blank'>Link to Article</a>","2023-02-10","www.macon.com","This Macon woman known as the Poultry Princess has turned her hobby into a Facebook presence reaching thousands thanks to inflating egg prices. Here’s more.","Gautama Mehta",""
