"","Article.Title","Link","Date.Published","News.Outlet","Preview","Key.Author","All.Authors"
"31","Wind farms off coast of Wilmington, NC may not be built for a decade","<a href='https://www.starnewsonline.com/story/news/2022/05/23/wind-farms-built-coast-north-carolina-take-decade-clean-energy/9794260002/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","Although offshore leases were awarded, experts say it could be a decade or more until wind farms are producing clean energy for North Carolina","Gareth McGrath",""
"32","NC warming: Will climate change allow alligators to live west of ...","<a href='https://www.starnewsonline.com/story/news/2022/02/28/climate-change-impacts-north-carolina-alligators-expand-range-habitat-fayetteville-gators-wildlife/6585317001/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","Climate change will mean a warming of NC's climate. How will the cold-blooded alligator respond? Will all potential changes be good for the reptiles?","Gareth McGrath",""
"33","On the Outer Banks, structures rise and fall as climate change looms","<a href='https://www.starnewsonline.com/story/news/2022/03/15/north-carolina-outer-banks-impacts-climate-change-infrastructure-bridge-collapse-ocean-rise/6978510001/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","A new nearly $150 million, 2-mile-long bridge could represent the future of transportation on the Outer Banks as climate change looms.","Gareth McGrath",""
"34","A hurricane might be needed to pull Eastern NC out of stubborn ...","<a href='https://www.starnewsonline.com/story/news/2022/05/25/eastern-north-carolina-drought-hurricane-season-climate-change/9909130002/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","With a drought now in its sixth month, it might take a hurricane to end Eastern North Carolina's drought.","Gareth McGrath",""
"35","Vehicles in NC emit more polluting greenhouse gases than power ...","<a href='https://www.starnewsonline.com/story/news/2022/02/14/wilmington-nc-vehicles-emit-polluting-greenhouse-gases-power-plants/6667836001/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","While power plants usually get a lot of the blame, vehicles in NC actually emit more greenhouse gases according to data from the state.","Gareth McGrath",""
"36","Reducing air pollution could help hurricanes develop in the Atlantic","<a href='https://www.starnewsonline.com/story/news/2022/05/31/reducing-air-pollution-could-help-hurricanes-develop-atlantic-ocean-east-coast-us/9839276002/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","Research finds that reducing air pollution from smokestacks and tailpipes could yield a surprising outcome: more hurricanes.","Gareth McGrath",""
"37","NC bets big with taxpayer money to land major projects, but are they ...","<a href='https://www.starnewsonline.com/story/news/2022/04/14/nc-offers-large-incentive-packages-lure-economic-projects-state/9485593002/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","North Carolina has offered billions in tax breaks and incentives to lure three big economic projects to the state. Are the deals smart investments?","Gareth McGrath",""
"38","Morehead City proposed for offshore wind manufacturing hub","<a href='https://www.starnewsonline.com/story/news/2022/04/28/morehead-city-proposed-offshore-wind-manufacturing-hub/7439460001/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","The NC Ports is looking at potentially developing property it owns on Radio Island to be a hub for the offshore wind industry.","Gareth McGrath",""
"39","Volkswagen diesel scandal helps rural NC prepare for electric ...","<a href='https://www.starnewsonline.com/story/news/2022/01/19/electric-vehicles-volkswagen-diesel-scandal-helps-rural-nc/9133448002/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","How a Volkswagen emissions cheating scandal is helping rural areas in North Carolina like New Bern prepare for the electric vehicle revolution","Gareth McGrath",""
"40","Could phragmites, an invasive wetland plant, have beneficial traits?","<a href='https://www.starnewsonline.com/story/news/2022/04/18/wilmington-nc-phragmites-invasive-wetland-plant-have-beneficial-traits/9480121002/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","Management of phragmites, an invasive wetland plant, could be complicated by its help in battling impacts from climate change.","Gareth McGrath",""
"41","Should the start of hurricane season move up due to climate change?","<a href='https://www.starnewsonline.com/story/news/2022/05/09/should-start-hurricane-season-move-up-due-climate-change/9633180002/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","The past several years have seen named storms forming in May, even though the official start of hurricane season is June 1.","Gareth McGrath",""
"42","The NC Utilities Commission soon to announce state's energy future","<a href='https://www.starnewsonline.com/story/news/state/2022/11/28/the-nc-utilities-commission-soon-to-announce-states-energy-future/69638121007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","The N.C. Utilities Commission has until Dec. 31 to announce a way forward for the state to reduce its carbon emissions while keeping the lights on.","Gareth McGrath",""
"43","With recent setbacks, is North Carolina's solar power industry ...","<a href='https://www.starnewsonline.com/story/news/local/2022/10/13/solar-power-north-carolina-to-keep-growing-despite-recent-setbacks/69520307007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","A huge solar farm rejected in Pender County. One of the state's biggest solar installers closes its doors. Despite that solar power to keep growing in NC","Gareth McGrath",""
"44","Hurricane Ian is a sign of storms to come due to climate change","<a href='https://www.starnewsonline.com/story/news/2022/10/10/hurricane-ian-is-a-sign-of-storms-to-come-due-to-climate-change/69534138007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","As climate change warms the ocean, hurricanes like Ian are likely a sign of things to come.","Gareth McGrath",""
"45","Why Christmas is the most important time of year for some NC farmers","<a href='https://www.starnewsonline.com/story/news/local/2022/12/13/why-christmas-is-the-most-important-time-of-year-for-some-nc-farmers/69684614007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","If you buy a live Christmas tree on the East Coast, it's likely from North Carolina. Here's why.","Gareth McGrath",""
"46","Hurricane Florence: Resiliency the focus as NC recovery continues","<a href='https://www.starnewsonline.com/story/news/2022/09/27/hurricane-florence-resiliency-the-focus-as-nc-recovery-continues/8025519001/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","Building back better is the focus as the recovery from Hurricanes Matthew and Florence continues in Eastern North Carolina.","Gareth McGrath",""
"47","Why Wilmington neighborhoods aren't impacted by heat evenly","<a href='https://www.starnewsonline.com/story/news/2022/08/22/why-wilmington-neighborhoods-arent-impacted-heat-evenly/10176179002/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","Economics, political clout and historic marginalization means Wilmington neighborhoods aren't built equally to handle extreme heat events.","Gareth McGrath",""
"48","Is 2023 the year electric vehicles in NC go from fringe to mainstream?","<a href='https://www.starnewsonline.com/story/news/local/2022/12/09/is-2023-the-year-electric-vehicles-in-north-carolina-go-from-fringe-to-mainstream/69684609007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","New government orders, new investments, new charging stations and surging sales are seeing electric vehicles hitting NC's roads and economy in a big way.","Gareth McGrath",""
"49","Ian brings wet, windy conditions to NC coast as it arrives in Carolinas","<a href='https://www.starnewsonline.com/story/news/local/2022/10/01/hurricane-ian-wilmington-north-carolina-coastal-weather-impact-on-third-landfall/69529658007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","Rain bands from Hurricane Ian lashed Southeastern North Carolina Friday as storm-driven waves brought heavy surf and erosion woes to area beaches.","Gareth McGrath",""
"50","Slowing economy is putting pressure on offshore wind farms; NC next?","<a href='https://www.starnewsonline.com/story/news/local/2022/11/17/slowing-economy-putting-pressure-on-offshore-wind-farms-nc-next/69617827007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","Some offshore wind project are running into financial problems due to the slowing economy. Are the three farms planned for NC waters in danger?","Gareth McGrath",""
"51","Will Wilmington have a white Christmas this year?","<a href='https://www.starnewsonline.com/story/news/local/2022/12/16/will-wilmington-have-a-white-christmas-this-year/69693892007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","Cold fronts will bring freezing temperatures to the NC coast this Christmas. But is snow also in the forecast?","Gareth McGrath",""
"52","Is NC ready to capitalize on growth of offshore wind projects?","<a href='https://www.starnewsonline.com/story/news/2022/08/30/offshore-wind-projects-nc-ready-capitalize-growth/7871871001/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","With offshore wind projects set to increase thanks to President Biden's Inflation Reduction Act, is NC ready to capitalize on the economic opportunity?","Gareth McGrath",""
"53","Kerri Allen with NC Coastal Federation works to protect the NC coast","<a href='https://www.starnewsonline.com/story/news/local/2022/12/28/kerri-allen-with-nc-coastal-federation-works-to-protect-the-nc-coast/69690343007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","Kerri Allen of the N.C. Coastal Federation uses her positive attitude and love of outrigger canoe paddling to work on protecting the coast.","Gareth McGrath",""
"54","Crews are removing a troublesome stretch of NC 12 on the Outer ...","<a href='https://www.starnewsonline.com/story/news/local/2022/10/18/nc-12-outer-banks-crews-are-removing-a-troublesome-stretch/69557138007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","Crews have begun removing a section of old NC 12 on the Outer Banks that's often closed due to overwashing from storms and high tides.","Gareth McGrath",""
"55","Can adding volcanic rock to an Outer Banks beach help save the ...","<a href='https://www.starnewsonline.com/story/news/local/2022/12/05/volcanic-rock-added-to-outer-banks-beach-could-help-capture-carbon/69672338007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","In battle against climate change, pilot project would add volcanic rock to Outer Banks beach to see if it could help capture carbon in the atmosphere.","Gareth McGrath",""
"56","West Nile virus cases could set a NC record in 2022. Is it tied to ...","<a href='https://www.starnewsonline.com/story/news/local/2022/10/27/nc-could-set-record-for-west-nile-virus-cases-2022/69561870007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","North Carolina could set a record for West Nile virus cases in 2022. Is climate change playing a role, and what could it mean for future years?","Gareth McGrath",""
"57","North Atlantic right whales face uncertainty, offshore wind farms","<a href='https://www.starnewsonline.com/story/news/2022/08/08/north-atlantic-right-whales-face-uncertainty-offshore-wind-farms/10141620002/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","Thousands of offshore wind turbines could soon sprout off the East Coast, waters also traveled by the highly endangered North Atlantic right whale.","Gareth McGrath",""
"58","Should NC recreational boats have to slow down for endangered ...","<a href='https://www.starnewsonline.com/story/news/local/2022/09/29/environmentalist-backed-proposal-force-boaters-slow-protect-endangered-north-atlantic-right-whales/69498327007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","New rule would force boats as small as 35 feet to follow speed limits to protect highly endangered North Atlantic right whale.","Gareth McGrath",""
"59","Fort Fisher historic site to get new visitors center","<a href='https://www.starnewsonline.com/story/news/local/2022/11/07/fort-fisher-historic-site-to-get-new-visitors-center/69578530007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","A Civil War battlefield just south of Wilmington is drawing record visitors, and that's led to Fort Fisher getting a new visitors center.","Gareth McGrath",""
"60","Could wood from NC forests soon be fueling your next airline flight?","<a href='https://www.starnewsonline.com/story/news/local/2022/10/18/wood-from-nc-forests-could-be-turned-into-green-aviation-fuel/69520274007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","Enviva, which operates several mills in NC, intends to provide Alder Fuels with wood biomass to be used to produce ""green"" aviation fuel.","Gareth McGrath",""
"61","Recycling is popular, so why is New Hanover County's landfill filling ...","<a href='https://www.starnewsonline.com/story/news/local/2022/12/21/as-trash-piles-up-at-the-new-hanover-landfill-officials-are-worried/69711061007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","Trash is piling up at the New Hanover County landfill even as recycling programs remain popular. What's the solution?","Gareth McGrath",""
"62","Duke Energy wants to access stored power in F-150 Lightning pickups","<a href='https://www.starnewsonline.com/story/news/2022/09/11/duke-energy-wants-access-stored-power-f-150-lightning-pickups/7942408001/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","Duke Energy is launching a pilot program to see if batteries in F-150 Lightning pickups can help it meet demand during periods of peak-energy use.","Gareth McGrath",""
"63","Does tech-giant Apple still own 3600 acres of forestland in ...","<a href='https://www.starnewsonline.com/story/news/2022/09/25/does-apple-inc-still-own-3600-acres-of-forest-land-in-brunswick-county-north-carolina/7895899001/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","In a push to be greener, Apple purchased 3,600 acres of forestland in Brunswick County last decade. Seven years later, what is the land's status?","Gareth McGrath",""
"64","Why trees in front of The Cotton Exchange were cut down","<a href='https://www.starnewsonline.com/story/news/local/2022/10/20/trees-in-front-cotton-exchange-were-cut-down-downtown-wilmington/69545475007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","The mature oaks had stood in front of The Cotton Exchange along North Front Street in downtown Wilmington for decades. Now they're gone. Why?","Gareth McGrath",""
"65","Health warnings issued as bird flu rips through NC's wild flocks","<a href='https://www.starnewsonline.com/story/news/local/2022/12/28/health-warnings-issued-as-bird-flu-rips-through-ncs-wild-flocks/69731308007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","As dead and dying birds multiply on North Carolina's beaches, struck down by avian flu, officials are warning humans to steer clear.","Gareth McGrath",""
"66","Holly Shelter fire: Wildfires are a needed element in Wilmington area","<a href='https://www.starnewsonline.com/story/news/2022/08/23/holly-shelter-fire-what-role-wildfire-wilmington-area/10332822002/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","An area of the Holly Shelter Game Land is burning for the second time in 11 years. What about areas of the Cape Fear that haven't burned in decades?","Gareth McGrath",""
"67","Audubon looks to save important shorebird nesting island near ...","<a href='https://www.starnewsonline.com/story/news/local/2022/10/24/battery-island-nc-audubon-looks-to-save-important-shorebird-nesting-near-southport/69545570007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","Battery Island is the most important nesting area for white ibis in North Carolina. But the island near the mouth of the Cape Fear River is eroding.","Gareth McGrath",""
"68","Board rejects child care center plan","<a href='https://www.starnewsonline.com/story/news/2006/08/08/board-rejects-child-care-center-plan/30270829007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","Maybe it was people power. Or maybe it was the influence of three new members on the board. Whatever the reason, the New Hanover County Planning Board last week voted down a proposed day care center …","Gareth McGrath",""
"69","Duke Energy looks to more nuclear power to meet clean energy goal","<a href='https://www.starnewsonline.com/story/news/2022/09/07/clean-energy-duke-looks-more-nuclear-power-meet-goal/7871842001/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","Duke Energy wants to add nuclear power to meet North Carolina's carbon reduction goals.","Gareth McGrath",""
"70","North Topsail is getting millions for beach nourishment. How long ...","<a href='https://www.starnewsonline.com/story/news/local/2022/11/03/north-topsail-gets-10m-grant-for-beach-nourishment-project/69578538007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","North Carolina has given North Topsail Beach $10 million to help stabilize and rebuild its eroded beach. But is this money well spent?","Gareth McGrath",""
"71","TerraPower founded by Bill Gates plans big investment in Wilmington","<a href='https://www.starnewsonline.com/story/news/local/2022/11/10/terrapower-founded-by-bill-gates-plans-big-investment-in-wilmington/69597707007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","TerraPower, the nuclear innovation company founded by Bill Gates, has announced plans to build a new fuel facility in Wilmington.","Gareth McGrath",""
"72","Hurricane Ian to bring heavy rains, winds to NC coast after SC landfall","<a href='https://www.starnewsonline.com/story/news/local/2022/09/29/hurricane-ian-tropical-storm-carolina-coast-landfall-to-bring-heavy-rains-winds-forecast/69527100007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","Hurricane Ian is forecast to make a second landfall in South Carolina Friday, bringing heavy rains and winds to the NC coast.","Gareth McGrath",""
"73","Why environmentalists are pushing to restore NC's pocosin wetlands","<a href='https://www.starnewsonline.com/story/news/2022/09/19/environmentalists-pushing-restore-ncs-pocosin-wetlands/7998776001/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","Turning fallow Southern farmlands back into wetlands could prevent millions of tons of carbon dioxide emissions every year.","Gareth McGrath",""
"74","Climate change worries NC voters, but isn't a major issue at ballot box","<a href='https://www.starnewsonline.com/story/news/local/2022/10/03/climate-change-worries-nc-voters-but-isnt-a-major-issue-at-ballot-box/69498437007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","Climate change is a concern of voters, but bigger issues are driving their thinking as they prepare to head to the ballot box.","Gareth McGrath",""
"75","North Carolina re-enters drought for second straight winter","<a href='https://www.starnewsonline.com/story/news/local/2022/12/02/north-carolina-drought-re-entering-second-straight-winter/69671951007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","La Niña conditions coupled with lack of rain from tropical storms means much of North Carolina is re-entering drought for the second straight winter.","Gareth McGrath",""
"76","Hurricane Ian largely spared NC but could still hit insurance rates","<a href='https://www.starnewsonline.com/story/news/2022/10/07/hurricane-ian-nc-insurance-rates/69534137007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","Hurricane Ian did little damage in North Carolina. But the storm could still impact state insurance rates.","Gareth McGrath",""
"77","Why nurturing NC's native plants might be your yard's answer to ...","<a href='https://www.starnewsonline.com/story/news/local/2022/11/01/climate-change-nc-why-going-native-could-help-backyards/69561741007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","Climate change is likely to bring drier, hotter weather to North Carolina. Experts say moving toward native vegetation could help yards deal with it.","Gareth McGrath",""
"78","As e-bikes go mainstream, is North Carolina ready for them?","<a href='https://www.starnewsonline.com/story/news/local/2022/11/23/electric-bikes-north-carolina-go-mainstream-ready-for-them/69617782007/' target='_blank'>Link to Article</a>",NA,"www.starnewsonline.com","Thanks to high gas prices and COVID, e-bike sales are surging. Is North Carolina ready to share the road with them?","Gareth McGrath",""
